,DRIVER_ID,AGE,NUMBER_OF_TRIPS,SAFETY_SCORE,REWARD_POINTS,TOTAL_MILES_DONE,MILES_IN_URBAN,MILES_IN_NIGHT,MILES DONE IN RURAL,ACCELERATION,BRAKING,CORNERING,SPEEDING,SEATBELT,DISTRACTION,NUMBER_OF_TICKETS_RECEIVED
674,1874,27,761,97,7773,511672,454664,192284,1157047,55,61,3,73,64,33,16
675,1875,33,700,88,3750,781767,47846,296174,1260753,50,49,48,21,66,15,1
676,1876,49,739,84,5856,638485,405831,379585,1497158,65,71,42,44,59,3,23
677,1877,20,950,59,4333,641763,393596,795734,1793864,66,59,65,41,40,70,22
678,1878,34,353,47,6798,274334,603401,733909,1829892,33,6,60,8,43,45,3
679,1879,27,896,49,130,994210,237388,567978,2344414,27,53,46,34,13,17,2
680,1880,42,731,55,8700,669624,414573,515838,1444721,24,9,15,47,71,30,7
681,1881,37,172,61,6455,554679,186172,628760,1235102,71,66,60,60,18,42,4
682,1882,20,317,46,6272,246890,501164,192177,678856,66,15,1,25,4,24,7
683,1883,51,589,51,3635,291879,432682,541924,1044570,45,68,16,66,38,26,19
684,1884,51,566,88,7755,538627,799670,618207,1834562,73,54,46,6,40,51,9
685,1885,39,923,93,4940,597588,602767,659282,2063868,18,42,55,28,47,17,5
686,1886,23,40,60,1458,327797,357318,511267,1116468,64,68,74,12,30,31,13
687,1887,37,113,90,6813,498229,302627,265751,952705,46,46,51,20,28,8,22
688,1888,48,798,96,7316,362457,890813,515992,1512626,69,1,24,51,55,29,24
689,1889,36,18,78,9773,745013,341893,498300,1587795,66,42,41,10,44,23,4
690,1890,32,507,69,4574,172077,347457,518853,725751,64,10,11,4,19,45,14
691,1891,43,628,95,8347,460905,534319,511296,1559281,63,7,49,9,26,0,21
692,1892,28,359,63,5322,28682,642602,826734,1439560,57,6,41,28,23,38,15
693,1893,52,133,68,3215,627902,53353,71002,480887,4,67,41,28,58,39,18
694,1894,30,744,47,993,383258,549643,507413,1242143,17,7,16,25,37,35,6
695,1895,28,180,62,7452,598220,535184,569816,1836208,38,10,19,10,28,12,4
696,1896,23,423,75,3822,378126,692028,745231,1757767,58,2,51,2,10,2,11
697,1897,33,19,90,704,577609,189501,384494,1237055,46,29,60,3,37,18,19
698,1898,34,787,91,2585,270659,571996,493817,1217463,45,23,23,44,53,11,17
699,1899,37,279,49,6077,214889,688728,628065,1501717,61,61,46,51,20,44,14
700,1900,48,469,92,2536,460168,951219,592269,2234371,33,24,1,35,69,55,20
701,1901,49,927,75,8683,880765,940859,548825,2425455,63,52,11,11,54,15,8
702,1902,21,55,77,990,284613,262409,965572,1344835,69,61,9,34,5,62,22
703,1903,39,269,79,7104,651675,485576,241447,1389673,73,48,56,43,33,13,16
704,1904,27,415,63,5904,106016,628861,568213,1292986,20,13,55,39,3,24,21
705,1905,40,614,57,2190,694795,736840,620377,2240675,71,70,9,53,44,71,2
706,1906,52,69,53,5064,329365,526643,296259,1095837,34,23,47,28,57,59,3
707,1907,50,508,61,3763,423742,313735,578567,1152426,35,63,6,5,9,8,13
708,1908,29,679,92,7503,199621,518766,536969,1314423,53,66,72,17,48,35,6
709,1909,36,312,77,7285,301994,567904,984235,2218829,67,4,47,9,65,64,22
710,1910,39,98,63,116,751000,568300,426126,1800119,19,3,10,55,27,56,18
711,1911,23,244,47,7072,948891,584287,356404,2186196,59,7,70,47,67,33,1
712,1912,54,199,90,3275,749672,52976,297262,968437,40,36,16,9,54,49,18
713,1913,51,234,61,203,372304,528464,173213,1104229,37,24,15,10,11,27,17
714,1914,49,249,83,6796,614147,280719,512102,1599290,20,62,19,56,43,20,16
715,1915,44,640,75,4446,513746,594495,337116,1316621,0,19,9,4,17,17,11
716,1916,32,723,86,6628,656797,573274,559621,1723489,60,72,59,50,60,47,2
717,1917,48,914,62,1696,252394,722125,405340,1546892,63,55,46,30,62,68,6
718,1918,54,712,48,5176,652249,609493,900632,2109429,54,7,1,71,22,69,21
719,1919,53,563,79,1352,508811,498365,519144,1550790,19,38,36,59,61,30,9
720,1920,27,88,46,7571,638799,513185,752281,2068864,14,50,32,66,15,59,21
721,1921,47,174,53,1372,645668,173653,204388,1081728,40,72,53,48,18,26,6
722,1922,50,522,93,6845,110479,686221,414234,1105643,16,12,4,18,64,68,19
723,1923,48,335,81,7821,509410,580850,827043,1914217,58,5,35,25,38,56,16
724,1924,51,146,98,3913,379756,292350,436317,1068173,42,54,73,28,63,7,14
725,1925,22,563,55,6022,684061,588977,294079,1412677,23,27,21,56,28,1,6
726,1926,24,357,86,5419,569023,375143,225842,996979,46,17,41,12,16,13,18
727,1927,20,357,50,4759,879359,701878,975772,2703562,34,72,6,66,71,61,2
728,1928,52,467,58,1568,506659,699945,432117,1837865,13,61,48,16,54,51,14
729,1929,28,381,78,5032,452980,533200,79774,913120,54,67,11,16,7,42,15
730,1930,39,772,85,3193,641261,381079,644343,1494426,67,34,49,46,31,24,6
731,1931,28,331,75,7112,594648,376552,117451,906776,34,14,28,8,13,61,24
732,1932,54,305,63,5270,523737,814486,128944,1369683,36,62,27,64,54,3,19
733,1933,46,405,75,2528,148081,383008,767783,1307633,64,51,55,4,44,22,15
734,1934,29,604,71,4558,22840,332890,268882,353571,43,62,55,29,19,54,10
735,1935,40,979,80,7196,463474,692916,633221,1940759,41,6,69,10,54,26,4
736,1936,28,523,45,6702,804673,419888,109486,1353334,74,39,1,73,52,18,4
737,1937,43,620,72,3691,605817,909417,462424,1922829,72,49,37,61,67,21,7
738,1938,45,421,56,5435,404536,86229,328017,513312,57,27,25,61,2,35,17
739,1939,39,403,86,4224,584181,475768,790315,1793923,59,71,41,46,64,54,20
740,1940,32,148,83,5507,353931,727509,325056,1366458,39,19,16,23,11,55,23
741,1941,37,220,86,6816,360497,189125,508810,820908,8,74,1,40,59,53,20
742,1942,44,31,79,5143,206167,321314,526716,784009,55,6,34,47,50,10,5
743,1943,26,301,88,8060,323661,389360,749386,1270727,8,3,73,48,47,5,7
744,1944,26,609,92,4667,636107,101198,488553,1196277,22,63,74,61,11,46,1
745,1945,24,966,53,7273,664201,453932,414261,1567220,0,13,25,9,58,67,2
746,1946,25,352,78,7627,238290,541602,430618,1032794,34,41,55,36,35,22,16
747,1947,21,502,74,5976,663734,229565,662993,1762866,58,21,49,70,33,21,17
748,1948,49,199,86,9270,562274,324083,600772,1407080,68,63,67,66,27,14,17
749,1949,50,905,49,2846,618270,860179,746088,2601730,3,46,55,18,43,28,1
